,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title.1,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci-Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,Short,Film-Noir
3512,Noah Buschel,66,95,8,399.0,Amy Ryan,529.0,17580,Merritt Wever,The Missing Person,1268,2749,Paul Adelstein,3,"cellphone,detective,missing person,private detective,train",http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,23,English,USA,,1500000,2009,423.0,6.2,1.85,195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3513,Hunter Richards,34,92,11,1000.0,Chris Evans,26000.0,12667,Jason Statham,London,19336,39518,Dane Cook,2,"bar,coke,drugs,party,snorting",http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,90,English,UK,R,14000,2005,11000.0,6.6,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3514,Laurie Collyer,78,96,38,85.0,Kate Burton,363.0,198407,Brad William Henke,Sherrybaby,10282,774,Michelle Hurst,1,"ex convict,halfway house,nipples visible through clothing,orgasm,parole officer",http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,78,English,USA,R,2000000,2006,223.0,6.6,1.85,474,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3515,Bruce McCulloch,52,85,54,455.0,Megan Mullally,985.0,13973532,Martin Starr,Stealing Harvard,11211,3065,Chris Penn,1,"black humor,crying during sex,harvard,humor,man with glasses",http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,92,English,USA,PG-13,25000000,2002,637.0,5.1,1.85,215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3516,Ralph Ziman,30,119,5,12.0,Kenneth Nkosi,29.0,4958,Rapulana Seiphemo,Gangster's Paradise: Jerusalema,9689,86,Robert Hobbs,2,"carjacking,drug lord,johannesburg south africa,police,post apartheid",http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,23,English,South Africa,R,2000000,2008,18.0,7.8,2.35,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3517,Orson Welles,90,92,0,18.0,Everett Sloane,1000.0,7927,Rita Hayworth,The Lady from Shanghai,19236,1055,Ted de Corsia,1,"law partner,murder,partner,seaman,yacht",http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,175,English,USA,Not Rated,2300000,1947,29.0,7.7,1.37,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
3518,Paul Bunnell,94,106,5,356.0,Kevin McCarthy,416.0,2436,Kate Maberly,The Ghastly Love of Johnny X,344,1611,Paul Williams,2,"1950s,independent film,outlaw,trial",http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,19,English,USA,Not Rated,2000000,2012,403.0,5.7,2.35,655,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3519,Tim Hunter,45,99,28,223.0,Daniel Roebuck,18000.0,4600000,Keanu Reeves,River's Edge,11763,19649,Ione Skye,2,"death,friend,high school,murder,police",http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,111,English,USA,R,1900000,1986,1000.0,7.1,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3520,Michael Polish,60,103,35,482.0,Anthony Edwards,548.0,1420578,Peter Coyote,Northfork,4894,2389,Jon Gries,0,"boy,caretaker,dam,evacuation,orphanage",http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,122,English,USA,PG-13,1900000,2003,495.0,6.4,2.35,298,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3521,Rodrigo Cortés,363,95,89,263.0,Samantha Mathis,16000.0,1028658,Ryan Reynolds,Buried,118684,17471,Erik Palladino,0,"buried alive,coffin,iraq,one person,single set production",http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,447,English,Spain,R,3000000,2010,517.0,7.0,2.35,24000,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3522,Pascal Arnold,14,95,0,164.0,Lizzie Brocheré,533.0,18435,Karl E. Landler,One to Another,1010,1082,Pierre Perrier,5,"fellatio,female frontal nudity,male frontal nudity,nude sunbathing,orgy",http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,15,French,France,Unrated,1400000,2006,323.0,5.8,1.85,104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3523,Kimberly Peirce,359,100,108,534.0,Judy Greer,17000.0,35266619,Chloë Grace Moretz,Carrie,108248,20051,Portia Doubleday,1,"outcast,prom,self injury,telekinesis,tragic event",http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,371,English,USA,R,30000000,2013,2000.0,5.9,2.35,39000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3524,Wes Craven,256,101,0,574.0,Lin Shaye,40000.0,26505000,Johnny Depp,A Nightmare on Elm Street,149293,42918,Amanda Wyss,1,"freddy krueger,lucid dream,serial killer,slasher,sleep deprivation",http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,668,English,USA,X,1800000,1984,852.0,7.5,1.85,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3525,James Marsh,194,90,120,0.0,Philippe Petit,41.0,2957978,Paul McGill,Man on Wire,40481,68,Jean-Louis Blondeau,0,"new york city,passion,reenactment,rooftop,tower",http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,134,English,UK,PG-13,1000000,2008,27.0,7.8,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3526,Jamal Hill,10,89,47,585.0,Adam Ratcliffe,628.0,444044,Logan Browning,Brotherly Love,744,4249,Faizon Love,6,"basketball,burglary,police,robbery,teenage girl",http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,19,English,USA,R,1900000,2015,606.0,7.2,1.85,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3527,Daniel Stamm,311,87,13,308.0,Ashley Bell,463.0,40990055,Caleb Landry Jones,The Last Exorcism,41509,1958,Patrick Fabian,0,"cult film,documentary crew,exorcism,found footage,satanic ritual",http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,300,English,France,PG-13,1800000,2010,400.0,5.6,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3528,Carlos Carrera,85,118,12,67.0,Ana Claudia Talancón,201.0,5709616,Damián Alcázar,El crimen del padre Amaro,11088,546,Pedro Armendáriz Jr.,0,"church,love,mexico,politics,priest",http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,110,Spanish,Mexico,R,1800000,2002,163.0,6.8,1.85,544,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3529,Benh Zeitlin,663,93,188,168.0,Gina Montana,2000.0,12784397,Quvenzhané Wallis,Beasts of the Southern Wild,70336,2658,Dwight Henry,0,"auroch,community,hospital,illness,six year old",http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,269,English,USA,PG-13,1800000,2012,458.0,7.3,1.85,31000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3530,Maggie Greenwald,39,109,9,280.0,David Patrick Kelly,767.0,3050934,Aidan Quinn,Songcatcher,2794,2187,Jane Adams,1,"doctor,mountain,musician,song,university",http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,78,English,USA,PG-13,1800000,2000,380.0,7.3,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3531,Khyentse Norbu,44,108,28,0.0,Lhakpa Dorji,0.0,505295,Tshewang Dendup,Travelers and Magicians,1747,0,Sonam Kinga,0,"bhutan,buddhist,monk,storytelling,weaver",http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,28,Dzongkha,Australia,,1800000,2003,0.0,7.5,1.85,353,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3532,Tom Tykwer,181,81,670,34.0,Ludger Pistor,486.0,7267324,Moritz Bleibtreu,Run Lola Run,161471,623,Armin Rohde,1,"bechdel test failed,money,multiple outcomes,repeated event,subway",http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,709,German,Germany,R,3500000,1998,37.0,7.8,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3533,Lucky McKee,114,93,75,446.0,Will Estes,701.0,145540,James Duval,May,26773,2489,Nora Zehetner,1,"case,doll,dry humor,friend,love",http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,277,English,USA,R,500000,2002,461.0,6.7,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3534,Todd Field,179,138,143,783.0,Sissy Spacek,1000.0,35918429,Tom Wilkinson,In the Bedroom,32415,3970,Karen Allen,1,"doctor,maine,only son,school choir,summer",http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,510,English,USA,R,1700000,2001,874.0,7.5,2.35,951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3535,Steven R. Monroe,225,105,68,374.0,Chad Lindberg,635.0,92401,Sarah Butler,I Spit on Your Grave,56402,2423,Daniel Franzese,0,"horror movie remake,rape,rape and revenge,rape victim,revenge",http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,209,English,USA,R,2000000,2010,445.0,6.3,2.35,17000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3536,Mark Illsley,77,98,3,327.0,Illeana Douglas,349.0,1943649,Ally Walker,"Happy, Texas",8697,2095,Jeremy Northam,3,"banker,beauty pageant,escaped convict,gay,pageant",http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,122,English,USA,PG-13,1700000,1999,347.0,6.3,1.85,374,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3537,Pawel Pawlikowski,124,86,84,34.0,Natalie Press,680.0,992238,Paddy Considine,My Summer of Love,16349,763,Dean Andrews,0,"female frontal nudity,lesbian relationship,summer,voyeurism,yorkshire",http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,103,English,UK,R,1700000,2004,46.0,6.8,1.85,869,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3538,Ritesh Batra,195,104,25,73.0,Nimrat Kaur,638.0,4231500,Nawazuddin Siddiqui,The Lunchbox,30479,822,Lillete Dubey,2,"delivery,delivery to wrong address,lunchbox,open ended,unconventional romance",http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,162,Hindi,India,PG,1000000,2013,85.0,7.8,2.35,16000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3539,Sally Potter,76,100,87,420.0,Joan Allen,887.0,396035,Shirley Henderson,Yes,2725,2721,Stephanie Leonidas,0,"beach,lebanese,loss,muslim,restaurant",http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,48,English,UK,R,1000000,2004,805.0,6.9,1.85,305,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3540,Nadine Labaki,109,95,0,0.0,Adel Karam,227.0,1060591,Yasmine Al Massri,Caramel,9750,231,Nadine Labaki,0,"caramel,friendship,police,secret,suitor",http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,66,Arabic,France,PG,1300000,2007,4.0,7.2,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3541,François Truffaut,35,123,0,21.0,Jean-Paul Belmondo,963.0,26893,Catherine Deneuve,Mississippi Mermaid,4391,1694,Michel Bouquet,0,"antibes,hotel,island,reunion,reunion island",http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,26,French,France,R,1600000,1969,710.0,7.2,2.35,278,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3542,Adam Goldberg,22,111,1000,127.0,Marisa Coughlan,2000.0,2580,Judy Greer,I Love Your Work,1618,2564,Nicky Katt,2,"film student,marriage,mental breakdown,movie star,obsession",http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,40,English,USA,R,1650000,2003,163.0,5.4,2.35,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3543,Zack Snyder,287,110,0,1000.0,Kevin Zegers,3000.0,58885635,Ty Burrell,Dawn of the Dead,194426,10438,Mekhi Phifer,0,"mall,mayhem,nurse,rear entry sex,survival horror",http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057,English,USA,R,26000000,2004,2000.0,7.4,2.35,7000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3544,Adrienne Shelly,173,108,191,336.0,Cheryl Hines,597.0,19067631,Lew Temple,Waitress,37714,1981,Eddie Jemison,1,"domestic violence,pregnancy,unhappy marriage,unwanted pregnancy,waitress",http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,204,English,USA,PG-13,2000000,2007,541.0,7.1,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3545,Newt Arnold,61,92,15,49.0,Donald Gibb,633.0,11806119,Bolo Yeung,Bloodsport,57578,1168,Ken Siu,1,"hand to hand combat,hong kong,kumite,martial arts,tournament",http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,210,English,USA,R,1100000,1988,403.0,6.8,1.85,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3546,Larry Clark,71,91,184,82.0,Leo Fitzpatrick,3000.0,7417210,Rosario Dawson,Kids,59041,3310,Justin Pierce,1,"coming of age,marijuana,rape,virgin,weed",http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1,408,English,USA,,1500000,1995,202.0,7.0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3547,Noah Baumbach,110,88,387,18.0,Elizabeth Meriwether,436.0,7362100,William Baldwin,The Squid and the Whale,60295,479,Owen Kline,0,"boy,divorce,tennis,tennis coach,writer",http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,232,English,USA,R,1500000,2005,25.0,7.4,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3548,Charles Herman-Wurmfeld,110,97,0,117.0,Jennifer Westfeldt,378.0,7022940,Scott Cohen,Kissing Jessica Stein,14018,1173,Brian Stepanek,1,"friend,friendship,journalist,new york city,personal ad",http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,190,English,USA,R,1000000,2001,321.0,6.7,1.85,682,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3549,Atom Egoyan,53,103,460,900.0,Mia Kirshner,991.0,5132222,Bruce Greenwood,Exotica,14112,2990,Sarah Polley,1,"bird,cult film,egg,nightclub,toronto",http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,83,English,Canada,R,2000000,1994,971.0,7.2,1.85,619,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3550,Vincent Gallo,106,110,787,642.0,Vincent Gallo,1000.0,2365931,Anjelica Huston,Buffalo '66,36657,4762,Jan-Michael Vincent,2,"shower,stripper,tap dancing,underwear,undressing",http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,318,English,USA,R,1500000,1998,787.0,7.5,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3551,James Wan,445,103,0,588.0,Barbara Hershey,852.0,53991137,Lin Shaye,Insidious,202800,3030,Philip Friedman,1,"baby,boy,coma,demon,house",http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,752,English,USA,PG-13,1500000,2010,618.0,6.8,2.35,60000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3552,Fabián Bielinsky,94,114,44,7.0,Gastón Pauls,827.0,1221261,Ricardo Darín,Nine Queens,38215,856,Leticia Brédice,0,"con artist,hotel,partner,scam,stamp",http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,125,Spanish,Argentina,R,1500000,2000,22.0,7.9,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3553,Rebecca Miller,75,112,58,42.0,Susanna Thompson,552.0,712294,Beau Bridges,The Ballad of Jack and Rose,9408,859,Ryan McDonald,1,"commune,defecation,environmentalism,fellatio,island",http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,68,English,USA,R,1500000,2005,265.0,6.7,1.66,608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3554,Maggie Carey,97,104,38,690.0,Alia Shawkat,801.0,3447339,Donald Glover,The To Do List,29517,2667,Scott Porter,7,"feces in a swimming pool,female vomiting,high school,lifeguard,male objectification",http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,79,English,USA,R,1500000,2013,727.0,5.8,1.78,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,Roger Avary,37,99,675,164.0,Salvator Xuereb,902.0,418953,Eric Stoltz,Killing Zoe,17322,1582,Jean-Hugues Anglade,0,"bank,bastille day,call girl,childhood friend,drugs",http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,93,English,France,R,1500000,1993,424.0,6.5,1.85,853,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3556,Henry Bean,84,98,21,76.0,Theresa Russell,33000.0,406035,Ryan Gosling,The Believer,30314,33441,Summer Phoenix,0,"jew,jewish nazi,nazism,racism,skinhead",http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,159,English,USA,R,1500000,2001,243.0,7.2,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3557,Brad Anderson,127,100,122,83.0,Brendan Sexton III,210.0,373967,Paul Guilfoyle,Session 9,43839,469,Larry Fessenden,0,"abandoned asylum,abandoned hospital,asbestos,lobotomy,multiple personality",http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,481,English,USA,R,1500000,2001,148.0,6.5,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3558,Jeff Garlin,32,80,522,423.0,Jeff Garlin,813.0,194568,Jessy Schram,I Want Someone to Eat Cheese With,2963,2179,Joey Slotnick,0,"cheese,city,ice cream,school,second city",http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,28,English,USA,R,1500000,2006,522.0,6.2,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3559,Charles Chaplin,120,87,0,8.0,Stanley Blystone,309.0,163245,Paulette Goddard,Modern Times,143086,352,Fred Malatesta,1,"actor director writer,invention,machine,music score composed by director,tramp",http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1,211,English,USA,G,1500000,1936,8.0,8.6,1.37,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3560,Pete Jones,31,91,18,597.0,Aidan Quinn,954.0,119841,Brian Dennehy,Stolen Summer,2419,3901,Bonnie Hunt,1,"catholic,catholicism,rabbi,school,summer",http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1,55,English,USA,PG,1500000,2002,767.0,6.5,1.85,304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3561,Bruce Campbell,100,84,0,158.0,Dan Hicks,634.0,173066,Ted Raimi,My Name Is Bruce,21379,1238,Timothy Patrick Quill,1,"b movie,birthday,chinese,demon,small town",http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,88,English,USA,R,1500000,2007,328.0,6.3,1.85,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3562,Mark Brown,14,90,7,424.0,Monica Calhoun,890.0,92362,Vivica A. Fox,The Salon,444,3138,Garrett Morris,7,,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1,5,English,USA,PG-13,1500000,2005,597.0,4.3,1.85,68,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3563,Bruce McDonald,178,95,49,57.0,Georgina Reilly,413.0,3478,Stephen McHattie,Pontypool,22212,721,Boyd Banks,0,"blood splatter,talk radio,virus,vomiting blood,zombie apocalypse",http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,142,English,Canada,Not Rated,1500000,2008,98.0,6.7,2.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3564,James Mottern,46,90,7,711.0,Joey Lauren Adams,87000.0,52166,Jimmy Bennett,Trucker,2792,89263,Matthew Lawrence,3,"cancer,cigarette smoking,hospital,one night stand,trucker",http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,22,English,USA,R,2000000,2008,781.0,6.7,2.35,371,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3565,Rob Zombie,234,101,0,721.0,Dee Wallace,1000.0,1163508,Sid Haig,The Lords of Salem,20376,5158,Michael Berryman,1,"blood,flashback,radio dj,radio station,vinyl",http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,166,English,USA,R,2500000,2012,725.0,5.1,2.35,15000,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3566,Christopher McQuarrie,387,130,188,1000.0,Robert Duvall,10000.0,80033643,Tom Cruise,Jack Reacher,226583,16385,David Oyelowo,2,"coma,mysterious villain,police chase,shooting range,sniper",http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,448,English,USA,PG-13,60000000,2012,3000.0,7.0,2.35,38000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3567,William Cottrell,145,83,0,31.0,Billy Gilbert,82.0,184925485,Adriana Caselotti,Snow White and the Seven Dwarfs,133348,229,Lucille La Verne,1,"dwarf,love,princess,queen,snow white",http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,204,English,USA,Approved,2000000,1937,47.0,7.7,1.37,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,Lucrecia Martel,78,106,33,3.0,Mercedes Morán,341.0,304124,Mía Maestro,The Holy Girl,2720,358,María Alche,0,"16 year old,doctor,hotel,tinnitus,title directed by female",http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,37,Spanish,Argentina,R,1400000,2004,5.0,6.7,1.85,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3569,Zak Penn,60,94,87,37.0,Gabriel Beristain,87.0,36830,Zak Penn,Incident at Loch Ness,3291,256,John Bailey,0,"boat,director,loch ness,loch ness monster,monster",http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,63,English,UK,PG-13,1400000,2004,70.0,6.6,1.85,400,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3570,Guy Ritchie,116,120,0,452.0,Jason Flemyng,26000.0,3650677,Jason Statham,"Lock, Stock and Two Smoking Barrels",414976,28294,Dexter Fletcher,1,"antique,cockney accent,hatchet,money,shotgun",http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,523,English,UK,R,960000,1998,1000.0,8.2,1.85,21000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3571,Thomas Vinterberg,98,105,346,141.0,Paprika Steen,280.0,1647780,Ulrich Thomsen,The Celebration,65951,821,Trine Dyrholm,1,"dogme 95,family secret,haunted by the past,secret,speech",http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,258,Danish,Denmark,R,1300000,1998,278.0,8.1,1.33,5000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3572,Steve Buscemi,43,95,12000,636.0,Debi Mazar,12000.0,695229,Steve Buscemi,Trees Lounge,11369,14420,Carol Kane,1,"alcoholic drink,bar,drink,drinking,drunk",http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,65,English,USA,R,1300000,1996,680.0,7.2,1.85,872,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3573,Ham Tran,15,135,5,5.0,Kieu Chinh,51.0,638951,Long Nguyen,Journey from the Fall,775,83,Cat Ly,2,"1970s,1980s,nonlinear timeline,rescue,vietnam war",http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,19,Vietnamese,USA,R,1592000,2006,24.0,7.4,1.85,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3574,Rich Cowan,14,105,7,548.0,Karen Allen,2000.0,609042,Eric Dane,The Basket,449,3475,Peter Coyote,2,"basketball,german immigrant,opera,two word title,war orphan",http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,38,English,USA,PG,1300000,1999,783.0,6.5,1.85,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3575,Harold Becker,79,111,17,652.0,Miko Hughes,13000.0,32940507,Bruce Willis,Mercury Rising,54316,16537,Carrie Preston,1,"autistic child,boy,child in danger,fbi,nsa",http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,127,English,USA,R,60000000,1998,969.0,6.1,2.35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3576,Jonathan Kesselman,35,87,4,624.0,Adam Goldberg,2000.0,19539,Judy Greer,The Hebrew Hammer,4182,6227,Tony Cox,1,"blaxploitation,hanukkah,jewish,kwanzaa,santa claus",http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,53,English,USA,R,1000000,2003,1000.0,6.2,1.85,3000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,Arjun Sablok,5,97,0,40.0,Uday Chopra,374.0,100358,Abhishek Bachchan,Neal 'N' Nikki,1167,602,Samantha McLeod,2,"interrupted sex,kiss,love,mistaken sex scene,sex in car",http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,24,English,India,,1500000,2005,145.0,3.3,2.35,66,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
